event_id,latency_sec,event_timestamp,observed_at
0c5ce6af-a6b3-4ede-92f4-f50259b7cc00,1.3911,2026-05-10T20:15:50.815Z,2026-05-10T20:15:52.206106+00:00
6874d8c6-aad0-44aa-9ca0-d290a7d57961,1.3891,2026-05-10T20:15:50.817Z,2026-05-10T20:15:52.206106+00:00
30770cd4-420a-432d-a779-d0272d475efb,1.3851,2026-05-10T20:15:50.821Z,2026-05-10T20:15:52.206106+00:00
cd54423c-f44e-4e21-8d2c-a3101e7b78d9,1.3811,2026-05-10T20:15:50.825Z,2026-05-10T20:15:52.206106+00:00
c5f59f58-6392-47a3-91f8-cb81ac91c96e,1.3731,2026-05-10T20:15:50.833Z,2026-05-10T20:15:52.206106+00:00
bab902f1-93ce-4974-bb05-5b2f15497240,1.3711,2026-05-10T20:15:50.835Z,2026-05-10T20:15:52.206106+00:00
10797f09-bc5a-43af-911a-eb1832347883,1.3641,2026-05-10T20:15:50.842Z,2026-05-10T20:15:52.206106+00:00
d9ef1e93-a409-4f49-8f6b-d973e7e4f301,1.3591,2026-05-10T20:15:50.847Z,2026-05-10T20:15:52.206106+00:00
c0cf4000-9e04-41e9-8d75-9ec26c839a57,1.3561,2026-05-10T20:15:50.850Z,2026-05-10T20:15:52.206106+00:00
fcc5e554-d280-425b-8f96-cc6ed24f262a,1.3391,2026-05-10T20:15:50.867Z,2026-05-10T20:15:52.206106+00:00
44f87b38-0875-48bb-82de-e19e6db63314,1.3181,2026-05-10T20:15:50.888Z,2026-05-10T20:15:52.206106+00:00
f8b51f60-6afe-4e45-8d9f-7c33342ad787,1.3071,2026-05-10T20:15:50.899Z,2026-05-10T20:15:52.206106+00:00
11fe3083-69ee-4b3b-82c4-9dd30efced01,1.2831,2026-05-10T20:15:50.923Z,2026-05-10T20:15:52.206106+00:00
7268ab4d-1873-4e61-88ae-5e905f2a3013,1.2801,2026-05-10T20:15:50.926Z,2026-05-10T20:15:52.206106+00:00
3487ad81-6b0d-4017-8756-ccceed752274,1.2691,2026-05-10T20:15:50.937Z,2026-05-10T20:15:52.206106+00:00
60d583af-dad7-43c6-bf76-e2539fe63931,1.2531,2026-05-10T20:15:50.953Z,2026-05-10T20:15:52.206106+00:00
9bd0ff41-0fb5-49fb-8154-06f03ff1d944,1.2501,2026-05-10T20:15:50.956Z,2026-05-10T20:15:52.206106+00:00
99afb230-61b8-4d47-8ebc-9af8ddb53002,1.2501,2026-05-10T20:15:50.956Z,2026-05-10T20:15:52.206106+00:00
32a7201b-9a0b-481b-84a4-82454fa23f43,1.2271,2026-05-10T20:15:50.979Z,2026-05-10T20:15:52.206106+00:00
20cbd053-3bc6-42fd-9e61-ac550ef09a68,1.2171,2026-05-10T20:15:50.989Z,2026-05-10T20:15:52.206106+00:00
3acefcb1-c4c7-47b8-8074-763898b9a6e7,1.2071,2026-05-10T20:15:50.999Z,2026-05-10T20:15:52.206106+00:00
ad5957a2-e6c0-4bf5-8f8d-198fb40ca6eb,1.1651,2026-05-10T20:15:51.041Z,2026-05-10T20:15:52.206106+00:00
1df9ea6f-9d7c-44bc-9b60-444fc686b788,1.1341,2026-05-10T20:15:51.072Z,2026-05-10T20:15:52.206106+00:00
d78d60ed-49c3-48e6-8ac1-9f1beb65d5f4,1.0981,2026-05-10T20:15:51.108Z,2026-05-10T20:15:52.206106+00:00
52dd2e0f-5bbf-44b1-86e6-d8f2ac61b11f,1.0961,2026-05-10T20:15:51.110Z,2026-05-10T20:15:52.206106+00:00
e77608a8-c9c0-4a7e-9be4-d2b067684dba,1.0901,2026-05-10T20:15:51.116Z,2026-05-10T20:15:52.206106+00:00
73d72ab0-1061-43fc-93d1-c433e0eff668,1.0841,2026-05-10T20:15:51.122Z,2026-05-10T20:15:52.206106+00:00
061db100-969c-418f-9262-19eda07ec453,1.0791,2026-05-10T20:15:51.127Z,2026-05-10T20:15:52.206106+00:00
9af2516b-bc40-4e66-9908-94e0f73a65f5,1.0781,2026-05-10T20:15:51.128Z,2026-05-10T20:15:52.206106+00:00
29d651a2-7baa-495a-aaa6-26d36db20792,1.0771,2026-05-10T20:15:51.129Z,2026-05-10T20:15:52.206106+00:00
ead0cb6b-156d-4b46-ace6-5ec9df07f545,1.0621,2026-05-10T20:15:51.144Z,2026-05-10T20:15:52.206106+00:00
69912035-71a7-483a-9741-1aa0e7e94d18,1.0601,2026-05-10T20:15:51.146Z,2026-05-10T20:15:52.206106+00:00
04a17142-7c1d-4c85-852e-5221c52de06e,1.0221,2026-05-10T20:15:51.184Z,2026-05-10T20:15:52.206106+00:00
c1a34036-1b69-4798-acf2-a11b4bf3162f,0.9741,2026-05-10T20:15:51.232Z,2026-05-10T20:15:52.206106+00:00
a850bb1e-8771-43cf-9796-687442ce9cd0,0.9681,2026-05-10T20:15:51.238Z,2026-05-10T20:15:52.206106+00:00
23854bad-4d7e-4883-9447-24dc28f0ead3,0.9241,2026-05-10T20:15:51.282Z,2026-05-10T20:15:52.206106+00:00
222102c5-4eec-4aaa-9809-077ed1dd0027,0.9221,2026-05-10T20:15:51.284Z,2026-05-10T20:15:52.206106+00:00
941530ed-db67-4ad8-ba61-f14f2bd75b5a,0.9201,2026-05-10T20:15:51.286Z,2026-05-10T20:15:52.206106+00:00
40517c07-15e6-4d21-bcf5-d27be8de6f87,0.9131,2026-05-10T20:15:51.293Z,2026-05-10T20:15:52.206106+00:00
dbde4e9d-675c-4256-940c-823a1354efc6,0.9041,2026-05-10T20:15:51.302Z,2026-05-10T20:15:52.206106+00:00
6bdbd5ce-8889-4b24-b1af-b316d2b3961d,0.9001,2026-05-10T20:15:51.306Z,2026-05-10T20:15:52.206106+00:00
ba13ff21-fd9f-480b-a610-d511eb1deb9f,0.8831,2026-05-10T20:15:51.323Z,2026-05-10T20:15:52.206106+00:00
e9de9773-e04d-41aa-be0a-1c00e132536d,0.8651,2026-05-10T20:15:51.341Z,2026-05-10T20:15:52.206106+00:00
1b7707c8-043d-4a2e-9979-fb789b218d8b,0.8561,2026-05-10T20:15:51.350Z,2026-05-10T20:15:52.206106+00:00
85f1adc8-74b7-4305-a4f9-359e78577e31,0.8521,2026-05-10T20:15:51.354Z,2026-05-10T20:15:52.206106+00:00
8c65b141-6bc1-4380-96f7-7c628de31171,0.8301,2026-05-10T20:15:51.376Z,2026-05-10T20:15:52.206106+00:00
34011894-8a95-4c51-8c8e-33f84c529309,0.8191,2026-05-10T20:15:51.387Z,2026-05-10T20:15:52.206106+00:00
178c3876-faa1-4128-b8ae-2bbc0af30b87,0.8131,2026-05-10T20:15:51.393Z,2026-05-10T20:15:52.206106+00:00
200e544c-3dcf-4bac-b409-5bf1012c665a,0.7971,2026-05-10T20:15:51.409Z,2026-05-10T20:15:52.206106+00:00
54b32ce4-8494-428d-b99f-039d9b4eceb3,0.7941,2026-05-10T20:15:51.412Z,2026-05-10T20:15:52.206106+00:00
6bb82432-7dd4-4368-be80-a1125f99bf85,0.7831,2026-05-10T20:15:51.423Z,2026-05-10T20:15:52.206106+00:00
61f9dd97-5fed-4596-8643-d47c0a5db429,0.7761,2026-05-10T20:15:51.430Z,2026-05-10T20:15:52.206106+00:00
cb5e2bfc-05b7-4861-8824-8eccb8ff41fd,0.7721,2026-05-10T20:15:51.434Z,2026-05-10T20:15:52.206106+00:00
c0515dcb-35d0-4602-b17e-66b568ca009a,0.7661,2026-05-10T20:15:51.440Z,2026-05-10T20:15:52.206106+00:00
a3bbcefd-8cb3-4cdb-b15a-69d2054d73dc,0.6981,2026-05-10T20:15:51.508Z,2026-05-10T20:15:52.206106+00:00
72abe8be-c184-4c80-8546-4aec34418986,0.6951,2026-05-10T20:15:51.511Z,2026-05-10T20:15:52.206106+00:00
797eb191-df68-4a8d-8120-13a482baf79a,0.6711,2026-05-10T20:15:51.535Z,2026-05-10T20:15:52.206106+00:00
ddd8ab6e-5a11-4949-b886-5bb2590fa47e,0.6691,2026-05-10T20:15:51.537Z,2026-05-10T20:15:52.206106+00:00
c2fbd60b-28d2-442d-b791-c043e6ccde16,0.6691,2026-05-10T20:15:51.537Z,2026-05-10T20:15:52.206106+00:00
75f51828-8dde-4204-9177-50efde905cfe,0.6641,2026-05-10T20:15:51.542Z,2026-05-10T20:15:52.206106+00:00
4c24719b-f6e6-428a-a928-5297d3342b42,0.6631,2026-05-10T20:15:51.543Z,2026-05-10T20:15:52.206106+00:00
76bdd14c-52aa-47c1-aa83-9b5785788567,0.6391,2026-05-10T20:15:51.567Z,2026-05-10T20:15:52.206106+00:00
b34ba1ae-0926-4aea-ae3b-d344b57139a3,0.6321,2026-05-10T20:15:51.574Z,2026-05-10T20:15:52.206106+00:00
04b76b92-4788-4fbb-b9f3-17c637d510e1,0.6261,2026-05-10T20:15:51.580Z,2026-05-10T20:15:52.206106+00:00
41acd13d-e0df-49ae-8e17-3dc1611727b4,0.6091,2026-05-10T20:15:51.597Z,2026-05-10T20:15:52.206106+00:00
9bcd3a3d-07fe-4795-9d60-e41d30f4beb3,0.5941,2026-05-10T20:15:51.612Z,2026-05-10T20:15:52.206106+00:00
f5e259e3-4bbf-4c10-8930-af02b89dd987,0.5431,2026-05-10T20:15:51.663Z,2026-05-10T20:15:52.206106+00:00
2ff24065-1c08-42ea-81e9-eb40e7a39cb7,0.5411,2026-05-10T20:15:51.665Z,2026-05-10T20:15:52.206106+00:00
999f95c4-17a2-4389-a0ab-143f8f10a6f1,0.5171,2026-05-10T20:15:51.689Z,2026-05-10T20:15:52.206106+00:00
19ec291d-eda3-4bb1-950f-0b7962bd7324,0.4961,2026-05-10T20:15:51.710Z,2026-05-10T20:15:52.206106+00:00
a2b4dd6b-70b0-4a5c-a034-6184c11fd931,0.4871,2026-05-10T20:15:51.719Z,2026-05-10T20:15:52.206106+00:00
2bf52c12-a92c-4c12-823b-9df1f71d38ab,0.4581,2026-05-10T20:15:51.748Z,2026-05-10T20:15:52.206106+00:00
82d4fbce-1215-43d3-8201-3bbb919e0eeb,0.4281,2026-05-10T20:15:51.778Z,2026-05-10T20:15:52.206106+00:00
bca75af7-948b-4dd6-a3c4-8be2acab7551,0.3131,2026-05-10T20:15:51.893Z,2026-05-10T20:15:52.206106+00:00
172b3b7e-3bac-462f-a91d-bfa3a100094d,0.3061,2026-05-10T20:15:51.900Z,2026-05-10T20:15:52.206106+00:00
d536ec18-8494-49e7-b5f5-35813a00781c,0.1631,2026-05-10T20:15:52.043Z,2026-05-10T20:15:52.206106+00:00
0b89a0d7-59eb-4e81-a5e0-a0ed797f9548,0.1481,2026-05-10T20:15:52.058Z,2026-05-10T20:15:52.206106+00:00
bd06b6f2-37db-4a38-9964-7087408269f8,0.0781,2026-05-10T20:15:52.128Z,2026-05-10T20:15:52.206106+00:00
